id,title,themes_before,themes_after
cmknfaj5a005poxol638pyhvi,"Starter Fairycore Home","bathroom|bedroom","bathroom"
cmknfajhg005uoxol5xv5cr03,"Wrenfall Cottage","bathroom|bedroom","bathroom"
cmijp1d4m00u9oxc82ue6724z,"Sole Mates Shoe Clutter","bedroom",""
cmijpla7w0142oxc8nug7g0fy,"Alwine Decorative Set","bedroom|living-room|office","living-room|office"
cml5siulz0039oxxrv30yjep1,"Victorian Rose Wall Collection","bedroom|living-room","living-room"
cmim8vqt400kgoxy84hd6h9f0,"Equinox Bed 2","modern|vintage","modern|vintage|bedroom"
cmijpewy3010soxc8wgaq5w7t,"E&R Gilmore’s Villa","bedroom|living-room|outdoor","living-room|outdoor"
cml5sivsn003loxxrstsmtjlw,"Phosphorescent Flower Shop","bathroom|kitchen|bedroom|living-room|office","bathroom|kitchen|living-room|office"
cml5sjbo5003ooxxrw6ci5ob6,"Bricks","bedroom",""
cmikda6vx002eoxbhpw3ecczj,"Attack On Titan Painting Collection","bedroom",""
cmijped4n010ioxc809305ol9,"Straylight Villa","bathroom|kitchen|bedroom|living-room|dining-room|outdoor|office","bathroom|kitchen|living-room|dining-room|outdoor|office"
cmijpeky5010moxc8rv3767gd,"Mountain Family Villa Lot","bathroom|bedroom|outdoor","bathroom|outdoor"
cmijpemov010noxc8vh3zt30t,"Villa Terra Serena","bathroom|kitchen|bedroom|living-room|outdoor","bathroom|kitchen|living-room|outdoor"
cmijpenzk010ooxc8mw10q4w5,"Dorothy Villa","bedroom|living-room|outdoor","living-room|outdoor"
cmim8xmj700xeoxy8lcdlx0nd,"Quinn Kidsroom","bedroom",""
cmik9tbod00adoxk7evg00ij4,"Ignacio House","bathroom|kitchen|bedroom|outdoor","bathroom|kitchen|outdoor"
cmsmcrs1q00wyoxeupsflii0o,"Mustang Ranch","bathroom|bedroom|outdoor","bathroom|outdoor"
cmik9wql900cdoxk7h0lt90bk,"Hirose Yoshimi House","bathroom|kitchen|bedroom|living-room|dining-room|outdoor|office","bathroom|kitchen|living-room|dining-room|outdoor|office"
cmsmcs1dr00x5oxeup0gxw9v5,"Cactus Ranch","bathroom|kitchen|bedroom|living-room|dining-room|outdoor|office","bathroom|kitchen|living-room|dining-room|outdoor|office"
cmsmcs00s00x4oxeu1hz4psub,"The Cozy Corner Ranch","bathroom|kitchen|bedroom|living-room|dining-room|outdoor","bathroom|kitchen|living-room|dining-room|outdoor"
cmsmbcbi8005moxeurjtrz05n,"The Pearlsand Bungalow","bathroom|kitchen|bedroom|living-room|dining-room|outdoor","bathroom|kitchen|living-room|dining-room|outdoor"
cmsmbccrk005noxeucp17rusg,"Tattoo Studio and Apartment","bathroom|bedroom|living-room","bathroom|living-room"
cmik9kvq9005yoxk7tt0fcone,"Amarillo","bathroom|kitchen|bedroom|living-room|dining-room|outdoor","bathroom|kitchen|living-room|dining-room|outdoor"
cmsmbce45005ooxeu4zpk6ze9,"Ander","bathroom|kitchen|bedroom|living-room|dining-room|outdoor|office","bathroom|kitchen|living-room|dining-room|outdoor|office"
cmik9t4sb00a8oxk715kclkyb,"Wildflower Railhouse","bathroom|bedroom","bathroom"
cmknfbcv80081oxolgc8wsg20,"Skin 9 – Fenty Beauty Set","bathroom|bedroom","bathroom"
cmil0ntc40014oxeer8ofvxc3,"Chantelle Hanging Plant 1","bedroom",""
cmsmbd1he005uoxeub63bi0rl,"Rin Hairstyle","bedroom",""
cmim8tie3007toxy8xnafvyx4,"Momo-cc Heart Bed","valentines","valentines|bedroom"
cmku4ea6v0028oxkzye66rrm7,"2 Elämä Collection","bedroom",""
cmky6u0u200h6oxhc4xcbzhct,"Contemporary Living Room Idea","bedroom|living-room","living-room"
cmijqk2nd002fox8o3ny0lol1,"Into The Future","kitchen|bedroom|living-room|office|nursery","kitchen|living-room|office|nursery"
cmijqka9r002lox8ozrcjmq5p,"Sci-fi Box Ottoman","bedroom|living-room","living-room"
cmsmbdthe006goxeucg4qmcsi,"Baldwin Lightings","bedroom|kids-room","kids-room"
cmsmbdulg006hoxeuivl9qgf2,"The Kwatei Collection: Part 6","bedroom",""
cmttzicpq00amoxfedyw094h4,"Build 01","bathroom|bedroom|living-room|outdoor","bathroom|living-room|outdoor"
cmsmbdyrx006koxeu8xc7cbaz,"Krälvo Collection","bedroom",""
cmu6tqh33000noxa412eazgkv,"Happy Feet – A Modern Rug Collection","bedroom|living-room|office","living-room|office"
cmil0tole003uoxee4flp51up,"Nova Walls","bedroom|living-room","living-room"
cmu6tqh5x000ooxa4db2i3ixa,"Cloud Walls","bedroom|nursery","nursery"
cmttzicye00aqoxfeajpoai1f,"Mesa Pop Residence","bedroom|living-room|outdoor","living-room|outdoor"
cmsmbe2mh006noxeujfn9s0df,"Casa Oasis de Cobre","bathroom|bedroom|outdoor","bathroom|outdoor"
cmsmbe437006ooxeupawzd2em,"Newcrest Modern Home 2","bathroom|bedroom|outdoor","bathroom|outdoor"
cmsmbe9dy006soxeuhnicez5q,"Sofia House","bathroom|kitchen|bedroom|living-room|outdoor","bathroom|kitchen|living-room|outdoor"
cmoivg8sp0006ox5ma4eii6sf,"Goth Nursery","bedroom|nursery","nursery"
cmknfaj9r005roxoli2qirt3s,"Shabby Shack Starter Build","bathroom|bedroom","bathroom"
cmoirbkzg0008oxbhmcylqlz7,"Safe and Sound: Hugging Sleeping Poses","bedroom",""
cmoirbl8m000boxbhgyfr55e1,"Bedtime Blues Pose Pack","bedroom",""
cmknfajka005voxolkcibcecj,"Rosy Cottage Starter","bathroom|bedroom","bathroom"
cmttzikr800buoxfewzn830o9,"Komorebi Old School Gym","bedroom|living-room","living-room"
cmsmbgjx7007voxeui4np8yqy,"MM Basic House 1","bathroom|bedroom|living-room","bathroom|living-room"
cmknfajnu005xoxolidmc28js,"Forest Cottage Starter","bathroom|bedroom|outdoor","bathroom|outdoor"
cmsmbcacq005loxeur2v8fh7b,"Oasis Hills 8","bathroom|bedroom|outdoor","bathroom|outdoor"
cmim8xlwy00x5oxy8asel346z,"Pirates Kardofe","bedroom|kids-room","kids-room"
cmmvarqha00beoxzgigfb9glz,"Desertwood Oasis","bathroom|bedroom|outdoor","bathroom|outdoor"
cmim8xbh500v0oxy8j3f0iwjd,"Luna Teens Room","bedroom",""
cmim8xcel00vgoxy8bfunfyd9,"Angela’s Nicole Teenroom","bedroom",""
cmknfajlz005woxol4o8jpyea,"Small Blue Starter House","bathroom|bedroom","bathroom"
cmim8vqac00k8oxy8bal9mylf,"Caebbigro Double Bed","","bedroom"
cmim8thtm007koxy8i5i78o6z,"Lovestruck Hair Edits and New Puff","bedroom",""
cmim9nckg00izoxy7tjv6n4wv,"Sims 4 Barbie Camper No CC Creator: Kate Emerald","bathroom|kitchen|bedroom|living-room|outdoor","bathroom|kitchen|living-room|outdoor"
cmsmbkz1600a6oxeuec8c1igj,"Cinnamoroll & Mocha Recolor Pajama Set","bedroom",""
cmsmbl0mu00a7oxeu2aj9hff5,"Ribbons & Reveries Set","bedroom",""
cmsmbl96300aeoxeuljx0mj4g,"Free Coquette Decor Set","bedroom",""
cmsmby3gf00gvoxeulnirms4t,"Funeral Home CC","bathroom|bedroom|living-room|outdoor","bathroom|living-room|outdoor"
cmijpeuu9010roxc8nk6ql30d,"Family Villa Rosa","bathroom|bedroom|outdoor","bathroom|outdoor"
cmim9lsbx00azoxy7o3ot46co,"Sims 4 University Dorm Decor","bedroom",""
cmim9lvam00c5oxy719948mef,"Toy Clutter for Sims 4","bedroom",""
cmsmbp23000cdoxeue6vegvog,"Dark Academia Painting Collection","bedroom|office","office"
cmmvapuew006foxzgc2khid7q,"Silly Snooze Collection","bedroom|nursery","nursery"
cmim8xmli00xfoxy8edxd866z,"Children’s Room CC Set","bedroom",""
cmmvarb12009boxzgjvge6hvf,"I Love You Runners","bedroom",""
cmmvarb5k009doxzg2ip7p9kn,"Valentine Be Mine","bedroom|living-room","living-room"
cmmvarb7q009eoxzg0vu629of,"Monsters In Love","bedroom|kids-room","kids-room"
cmmvarbql009moxzgnokyakc2,"Best Bear Valentine Plushie","bedroom",""
cmmvarpwx00baoxzge7cyq08z,"MM Family House 42","bathroom|bedroom|outdoor","bathroom|outdoor"
cmmvarpz500bboxzglf8s0sp9,"Glasswood Cabin 2","bathroom|bedroom","bathroom"
cmmvarqf400bdoxzg80u2a7gg,"Valley Cabins","bathroom|bedroom|living-room|outdoor","bathroom|living-room|outdoor"
cmsmbnhw100bhoxeuwiyfkmu2,"Cozy Room Loading Screen","bedroom",""
cmsmbnj3m00bioxeu19qfkwb1,"Cozy Loading Screens","bedroom|office","office"
cmsmbnn1v00bloxeuske5e7pm,"Cozy Loading Screen V1","bedroom|living-room","living-room"
cmsmbnpkq00bnoxeuo5mogdaj,"Lofi Loading Screens #2","bedroom|living-room","living-room"
cmsmbp61n00cgoxeuti5wj7hb,"Dark Academia Mansion","bathroom|bedroom|outdoor","bathroom|outdoor"
cmsmbpdk600cloxeudikcuj2e,"Wizard House Portraits #01","bedroom|living-room","living-room"
